0.05625	0
0.16875	0
0.28125	0
0.39375	0
0.50625	0
0.61875	0
0.73125	0
0.84375	0
0.95625	0
1.06875	0
1.18125	0
1.29375	0
1.40625	0
1.51875	0
1.63125	0
1.74375	0
1.85625	0.0109469074986316
1.96875	0
2.08125	0
2.19375	0.0109469074986317
2.30625	0.0218938149972633
2.41875	0.0109469074986316
2.53125	0
2.64375	0.0218938149972632
2.75625	0.0218938149972633
2.86875	0.032840722495895
2.98125	0.0875752599890529
3.09375	0.0218938149972633
3.20625	0.0875752599890529
3.31875	0.0218938149972633
3.43125	0.109469074986317
3.54375	0.109469074986316
3.65625	0.120415982484948
3.76875	0.131362889983579
3.88125	0.19704433497537
3.99375	0.240831964969896
4.10625	0.32840722495895
4.21875	0.317460317460315
4.33125	0.19704433497537
4.44375	0.437876299945266
4.55625	0.437876299945266
4.66875	0.383141762452108
4.78125	0.35030103995621
4.89375	0.317460317460318
5.00625	0.470717022441161
5.11875	0.514504652435688
5.23125	0.350301039956213
5.34375	0.514504652435684
5.45625	0.383141762452108
5.56875	0.492610837438424
5.68125	0.32840722495895
5.79375	0.339354132457581
5.90625	0.229885057471263
6.01875	0.207991242474001
6.13125	0.175150519978106
6.24375	0.175150519978106
6.35625	0.142309797482212
6.46875	0.109469074986316
6.58125	0.153256704980843
6.69375	0.0656814449917899
6.80625	0.0547345374931583
6.91875	0.0547345374931583
7.03125	0.0218938149972631
7.14375	0.032840722495895
7.25625	0
7.36875	0
7.48125	0.0109469074986317
7.59375	0
7.70625	0.0218938149972633
7.81875	0
7.93125	0
8.04375	0.0109469074986317
8.15625	0
8.26875	0
8.38125	0
8.49375	0
8.60625	0
8.71875	0
8.83125	0
8.94375	0
